name|gubun|score|visitCount|blogCount
7번방|포장마차|4.47|59|128
943 킹스크로스CAFE|카페,디저트|4.25|1023|904
가미우동|우동,소바|4.58|1061|947
감성타코 홍대점|멕시코,남미음식|4.34|1339|1952
개화기요정|요리주점|4.44|406|722
경주식당|한식|4.45|509|1396
공상온도|카페,디저트|4.41|277|682
광야|이탈리아음식|4.57|832|905
금별맥주 홍대직영점|맥주,호프|4.51|342|291
느린마을양조장 홍대점|요리주점|4.62|493|234
도토리앤다람쥐|카페|4.65|197|205
또보겠지떡볶이집 붕붕허니비점|분식|4.58|1824|1423
로쏘 1924 나폴리 화덕피자 홍대점|피자|4.68|4110|1405
모센즈스위트|카페,디저트|4.65|535|464
버터베이커리|베이커리|4.57|1271|444
부탄츄 홍대본점|일본식라면|4.24|998|1077
불떡클럽 연남본점|떡볶이|4.54|1285|187
브런치가|브런치|4.2|1125|1306
비스트로사랑방|스파게티,파스타전문|4.54|459|649
빠넬로|이탈리아음식|4.34|283|698
산울림1992|요리주점|4.47|398|680
상수주택|요리주점|4.34|60|15
샌드커피 논탄토 연남|카페|4.5|917|723
소코아 홍대점|카레|4.6|623|414
스케줄합정|양식|4.47|1102|955
스케줄합정|양식|4.41|1102|954
스테이크 슈퍼|스테이크,립|4.92|546|296
슬로우캘리 연남본점|다이어트,샐러드|4.59|1639|1041
신미경홍대닭갈비|닭갈비|4.47|1865|1257
아오이토리|베이커리|4.44|2177|1293
야키토리 나루토|일식튀김,꼬치|4.87|510|506
어메이징농카이|태국음식|4.48|611|523
연남물갈비|육류,고기요리|4.48|642|501
오모테나시 오마카세|일식당|4.47|109|454
옥동식|국밥|4.44|1402|1385
올바른김밥|김밥|4.79|1688|134
우동 카덴|우동,소바|4.23|1664|1987
우와|일식당|4.45|1153|1742
유메 홍대본점|이자카야|4.47|287|932
육지|육류,고기요리|4.79|636|320
중화복춘 공원|중식당|4.42|458|792
카와카츠|돈가스|4.47|582|674
카쿠시타|일식당|4.54|516|513
카페 공명|카페,디저트|4.49|1306|717
칸다소바|일본식라면|4.46|1875|1022
콜린|카페,디저트|4.49|2005|1218
풀뜯는돼지|육류,고기요리|4.81|519|226
프리모바치오바치 홍대본점|이탈리아음식|4.39|1617|1574
피오니|케이크전문|4.42|2414|2450
피자네버슬립스|피자|4.58|1172|1237
하이디라오 홍대점|중식당|4.61|4084|856
하카타분코|일본식라면|4.28|632|1562
해피베어데이|카페,디저트|4.77|518|473
홍대IN파스타|스파게티,파스타전문|4.42|1081|1231
